run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,1416710971,6,ENEMY_NORMAL_WEAK_2,30,29,1,2596,102.183,0,0,10,11,100,98,16.3,evasion,80,46,0.00,0,9
1,1416710972,6,ENEMY_NORMAL_WEAK_2,30,30,0,1770,38.967,1,0,10,11,100,100,10.4,evasion,80,46,0.00,0,9
2,1416710973,6,ENEMY_FAST,15,9,6,3180,57.567,0,0,10,9,100,72,13.0,,160,91,0.00,0,8
3,1416710974,6,ENEMY_FAST,15,9,6,3180,56.133,0,0,10,9,100,73,13.0,,160,91,0.00,0,8
4,1416710975,6,ENEMY_FAST,15,9,6,3180,57.567,0,0,10,9,100,74,13.1,,160,91,0.00,0,8
5,1416710976,6,ENEMY_PHYSICAL_RESIST,11,11,0,3047,76.733,1,0,10,11,100,100,18.3,,80,196,0.00,0,7
6,1416710977,6,ENEMY_FAST,15,9,6,3180,57.567,0,0,10,9,100,73,13.1,,160,91,0.00,0,8
7,1416710978,6,ENEMY_NORMAL_WEAK_2,30,30,0,1770,43.950,1,0,10,11,100,100,11.4,evasion,80,46,0.00,0,9
8,1416710979,6,ENEMY_FAST,15,9,6,3180,57.567,0,0,10,9,100,70,13.1,,160,91,0.00,0,8
9,1416710980,6,ENEMY_MAGIC_RESIST,12,12,0,3468,75.100,1,0,10,11,100,100,18.4,,80,201,0.00,0,6
10,1416710981,6,ENEMY_PHYSICAL_RESIST,11,11,0,3047,76.733,1,0,10,11,100,100,18.3,,80,196,0.00,0,7
11,1416710982,6,ENEMY_NORMAL_WEAK_2,30,30,0,1770,42.367,1,0,10,11,100,100,11.7,evasion,80,46,0.00,0,9
12,1416710983,6,ENEMY_FAST,15,9,6,3180,56.133,0,0,10,9,100,71,13.0,,160,91,0.00,0,8
13,1416710984,6,ENEMY_MAGIC_RESIST,12,12,0,3468,75.533,1,0,10,11,100,100,18.6,,80,201,0.00,0,6
14,1416710985,6,ENEMY_NORMAL_WEAK_2,30,30,0,1770,41.467,1,0,10,11,100,100,11.2,evasion,80,46,0.00,0,9
15,1416710986,6,ENEMY_MAGIC_RESIST,12,12,0,3468,75.533,1,0,10,11,100,100,18.6,,80,201,0.00,0,6
16,1416710987,6,ENEMY_MAGIC_RESIST,12,12,0,3468,75.100,1,0,10,11,100,100,18.4,,80,201,0.00,0,6
17,1416710988,6,ENEMY_FAST,15,9,6,3180,56.133,0,0,10,9,100,73,13.0,,160,91,0.00,0,8
18,1416710989,6,ENEMY_MAGIC_RESIST,12,12,0,3468,75.533,1,0,10,11,100,100,18.5,,80,201,0.00,0,6
19,1416710990,6,ENEMY_FAST,15,9,6,3180,57.567,0,0,10,9,100,70,13.1,,160,91,0.00,0,8
20,1416710991,6,ENEMY_MAGIC_RESIST,12,12,0,3468,74.767,1,0,10,11,100,100,18.1,,80,201,0.00,0,6
21,1416710992,6,ENEMY_NORMAL_WEAK_2,30,30,0,1770,44.700,1,0,10,11,100,100,11.4,evasion,80,46,0.00,0,9
