run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,1416710971,38,ENEMY_TOUGH_2,20,14,6,608400,394.267,0,0,10,9,100,88,487.9,hus,77,338,40.00,0,38
1,1416710972,38,ENEMY_TOUGH,12,12,0,859458,360.150,1,0,10,11,100,100,380.8,,75,208,24.00,0,31
2,1416710973,38,ENEMY_NORMAL_2,55,50,5,909095,229.783,0,0,10,10,100,95,332.4,rush,evasion,80,107,15.00,0,37
3,1416710974,38,ENEMY_TOUGH_2,20,20,0,685822,313.333,1,0,10,11,100,100,367.4,,77,338,40.00,0,34
4,1416710975,38,ENEMY_NORMAL_2,12,10,2,870822,362.150,0,0,10,10,100,92,362.1,reflection,ivasion,80,107,48.00,0,33
5,1416710976,38,ENEMY_TOUGH_2,20,20,0,685822,313.567,1,0,10,11,100,100,405.2,,77,338,40.00,0,34
6,1416710977,38,ENEMY_MAGIC_RESIST_2,12,12,0,784830,313.167,1,0,10,11,100,100,350.8,evasion,hus,80,201,30.00,0,32
7,1416710978,38,ENEMY_NORMAL_WEAK,12,12,0,859458,355.350,1,0,10,11,100,100,323.8,,80,33,24.00,0,31
8,1416710979,38,ENEMY_TANK,12,4,8,818268,286.167,0,0,10,6,100,68,249.0,kraken_shell,80,1116,25.00,0,36
9,1416710980,38,ENEMY_TANK,12,4,8,818268,294.783,0,0,10,6,100,68,248.6,kraken_shell,80,1116,25.00,0,36
10,1416710981,38,ENEMY_TOUGH,12,12,0,859458,359.083,1,0,10,11,100,100,376.8,,75,208,24.00,0,31
11,1416710982,38,ENEMY_HEALER,20,20,0,685822,316.567,1,0,10,11,100,100,393.3,,80,93,40.00,0,34
12,1416710983,38,ENEMY_TOUGH_2,20,14,6,608400,357.433,0,0,10,9,100,88,462.0,hus,77,338,40.00,0,38
13,1416710984,38,ENEMY_DARKNESS_2,10,6,4,798900,383.017,0,0,10,8,100,84,499.7,reactive_armor,120,223,35.00,0,39
14,1416710985,38,ENEMY_MAGIC_RESIST_2,15,9,6,973740,317.317,0,0,10,9,100,81,323.0,blink,80,201,30.00,0,35
15,1416710986,38,ENEMY_NORMAL_2,55,46,9,909095,252.250,0,0,10,9,100,91,344.6,rush,evasion,80,107,15.00,0,37
16,1416710987,38,ENEMY_TANK,12,2,10,818268,288.800,0,0,10,6,100,60,242.9,kraken_shell,80,1116,25.00,0,36
17,1416710988,38,ENEMY_NORMAL_2,12,11,1,870822,377.483,0,0,10,10,100,96,363.9,reflection,ivasion,80,107,48.00,0,33
18,1416710989,38,ENEMY_TOUGH,12,12,0,859458,356.817,1,0,10,11,100,100,355.8,,75,208,24.00,0,31
19,1416710990,38,ENEMY_TOUGH_2,20,20,0,685822,318.800,1,0,10,11,100,100,396.4,,77,338,40.00,0,34
20,1416710991,38,ENEMY_TANK,12,5,7,818268,295.400,0,0,10,6,100,72,237.7,kraken_shell,80,1116,25.00,0,36
21,1416710992,38,ENEMY_MAGIC_RESIST_2,10,7,3,798900,381.967,0,0,10,9,100,88,414.4,reactive_armor,80,201,35.00,0,39
22,1416710993,38,ENEMY_TOUGH_2,20,20,0,1203416,327.050,1,0,10,11,100,100,357.7,,77,338,40.00,0,34
23,1416710994,38,ENEMY_TOUGH_2,20,19,1,685822,342.917,0,0,10,10,100,98,382.0,,77,338,40.00,0,34
24,1416710995,38,ENEMY_NORMAL_2,12,10,2,870822,359.350,0,0,10,10,100,92,350.8,reflection,ivasion,80,107,48.00,0,33
25,1416710996,38,ENEMY_NORMAL_2,55,51,4,909095,233.700,0,0,10,10,100,96,333.1,rush,evasion,80,107,15.00,0,37
26,1416710997,38,ENEMY_TOUGH_2,20,17,3,608400,351.417,0,0,10,9,100,94,454.0,hus,77,338,40.00,0,38
27,1416710998,38,ENEMY_TOUGH_2,20,20,0,1203416,351.033,1,0,10,11,100,100,413.1,,77,338,40.00,0,34
28,1416710999,38,ENEMY_NORMAL_2,12,11,1,870822,422.617,0,0,10,10,100,96,418.7,reflection,ivasion,80,107,48.00,0,33
29,1416711000,38,ENEMY_PHYSICAL_RESIST_2,12,11,1,784830,413.150,0,0,10,9,100,96,485.1,evasion,hus,80,216,30.00,0,32
30,1416711001,38,ENEMY_TANK,12,5,7,818268,297.167,0,0,10,6,100,72,256.1,kraken_shell,80,1116,25.00,0,36
31,1416711002,38,ENEMY_NORMAL_2,12,8,4,1413574,444.883,0,0,10,8,100,84,451.6,reflection,ivasion,80,107,48.00,0,33
32,1416711003,38,ENEMY_NORMAL_2,12,10,2,870822,360.550,0,0,10,10,100,92,376.2,reflection,ivasion,80,107,48.00,0,33
33,1416711004,38,ENEMY_NORMAL_2,55,53,2,909095,234.167,0,0,10,10,100,98,337.7,rush,evasion,80,107,15.00,0,37
34,1416711005,38,ENEMY_TOUGH_2,20,20,0,685822,343.617,1,0,10,11,100,100,379.7,,77,338,40.00,0,34
35,1416711006,38,ENEMY_TOUGH_2,20,20,0,685822,323.483,1,0,10,11,100,100,392.5,,77,338,40.00,0,34
36,1416711007,38,ENEMY_NORMAL_2,55,54,1,909095,245.250,0,0,10,10,100,99,337.8,rush,evasion,80,107,15.00,0,37
37,1416711008,38,ENEMY_TANK,12,5,7,818268,291.067,0,0,10,6,100,72,237.5,kraken_shell,80,1116,25.00,0,36
38,1416711009,38,ENEMY_TANK,12,4,8,818268,287.683,0,0,10,6,100,68,227.4,kraken_shell,80,1116,25.00,0,36
39,1416711010,38,ENEMY_TOUGH,15,10,5,973740,296.917,0,0,10,9,100,85,304.0,blink,75,208,30.00,0,35
40,1416711011,38,ENEMY_TOUGH_2,20,13,7,608400,362.683,0,0,10,9,100,86,468.1,hus,77,338,40.00,0,38
41,1416711012,38,ENEMY_NORMAL_2,55,50,5,909095,230.233,0,0,10,10,100,95,330.9,rush,evasion,80,107,15.00,0,37
42,1416711013,38,ENEMY_PHYSICAL_RESIST_2,10,6,4,798900,457.700,0,0,10,8,100,84,524.3,reactive_armor,80,216,35.00,0,39
43,1416711014,38,ENEMY_DARKNESS_2,10,8,2,798900,359.317,0,0,10,9,100,92,400.2,reactive_armor,120,223,35.00,0,39
44,1416711015,38,ENEMY_MAGIC_RESIST_2,15,10,5,973740,306.167,0,0,10,9,100,83,331.3,blink,80,201,30.00,0,35
45,1416711016,38,ENEMY_MAGIC_RESIST_2,10,8,2,798900,411.133,0,0,10,9,100,92,475.7,reactive_armor,80,201,35.00,0,39
46,1416711017,38,ENEMY_TOUGH,12,12,0,859458,348.683,1,0,10,11,100,100,325.3,,75,208,24.00,0,31
47,1416711018,38,ENEMY_PHYSICAL_RESIST_2,10,9,1,798900,379.917,0,0,10,10,100,96,371.7,reactive_armor,80,216,35.00,0,39
48,1416711019,38,ENEMY_NORMAL_WEAK,12,12,0,859458,381.900,1,0,10,11,100,100,360.2,,80,33,24.00,0,31
49,1416711020,38,ENEMY_TOUGH_2,20,19,1,685822,354.817,0,0,10,10,100,98,424.4,,77,338,40.00,0,34
50,1416711021,38,ENEMY_NORMAL_2,55,48,7,1140501,236.217,0,0,10,10,100,93,340.0,rush,evasion,80,107,15.00,0,37
51,1416711022,38,ENEMY_NORMAL_WEAK,12,12,0,859458,378.883,1,0,10,11,100,100,379.6,,80,33,24.00,0,31
52,1416711023,38,ENEMY_NORMAL_2,55,50,5,909095,235.583,0,0,10,10,100,95,338.2,rush,evasion,80,107,15.00,0,37
53,1416711024,38,ENEMY_TOUGH_2,20,20,0,608400,369.383,1,0,10,11,100,100,397.7,hus,77,338,40.00,0,38
54,1416711025,38,ENEMY_NORMAL_2,55,51,4,909095,241.683,0,0,10,10,100,96,340.8,rush,evasion,80,107,15.00,0,37
55,1416711026,38,ENEMY_NORMAL_2,55,52,3,909095,239.467,0,0,10,10,100,97,345.2,rush,evasion,80,107,15.00,0,37
56,1416711027,38,ENEMY_TANK,12,1,11,818268,297.883,0,0,10,6,100,56,249.5,kraken_shell,80,1116,25.00,0,36
57,1416711028,38,ENEMY_NORMAL_WEAK,12,12,0,859458,439.700,1,0,10,11,100,100,443.3,,80,33,24.00,0,31
58,1416711029,38,ENEMY_TOUGH,12,12,0,859458,377.617,1,0,10,11,100,100,368.0,,75,208,24.00,0,31
59,1416711030,38,ENEMY_TANK,12,1,11,818268,298.350,0,0,10,6,100,56,242.5,kraken_shell,80,1116,25.00,0,36
60,1416711031,38,ENEMY_TOUGH_2,20,17,3,608400,372.583,0,0,10,10,100,94,464.8,hus,77,338,40.00,0,38
61,1416711032,38,ENEMY_NORMAL_2,12,10,2,870822,459.467,0,0,10,10,100,92,369.8,reflection,ivasion,80,107,48.00,0,33
62,1416711033,38,ENEMY_FLYING,12,2,10,870822,330.250,0,0,10,6,100,37,284.8,reflection,ivasion,93,78,48.00,1,33
63,1416711034,38,ENEMY_TANK,12,1,11,818268,285.883,0,0,10,6,100,56,248.4,kraken_shell,80,1116,25.00,0,36
64,1416711035,38,ENEMY_MAGIC_RESIST_2,10,8,2,798900,365.433,0,0,10,9,100,92,438.7,reactive_armor,80,201,35.00,0,39
65,1416711036,38,ENEMY_NORMAL_2,12,11,1,870822,388.150,0,0,10,10,100,96,359.1,reflection,ivasion,80,107,48.00,0,33
66,1416711037,38,ENEMY_MAGIC_RESIST_2,10,9,1,798900,350.017,0,0,10,10,100,96,378.6,reactive_armor,80,201,35.00,0,39
67,1416711038,38,ENEMY_FLYING,12,4,8,870822,341.050,0,0,10,6,100,48,270.9,reflection,ivasion,93,78,48.00,1,33
68,1416711039,38,ENEMY_TOUGH_2,20,20,0,685822,338.517,1,0,10,10,100,100,431.3,,77,338,40.00,0,34
69,1416711040,38,ENEMY_TOUGH,12,12,0,859458,368.417,1,0,10,11,100,100,376.5,,75,208,24.00,0,31
70,1416711041,38,ENEMY_NORMAL_2,55,47,8,909095,233.867,0,0,10,9,100,92,338.6,rush,evasion,80,107,15.00,0,37
71,1416711042,38,ENEMY_PHYSICAL_RESIST_2,12,11,1,784830,407.733,0,0,10,10,100,96,452.4,evasion,hus,80,216,30.00,0,32
72,1416711043,38,ENEMY_TOUGH_2,20,17,3,608400,393.217,0,0,10,10,100,94,486.7,hus,77,338,40.00,0,38
73,1416711044,38,ENEMY_MAGIC_RESIST_2,12,11,1,784830,444.367,0,0,10,10,100,96,484.6,evasion,hus,80,201,30.00,0,32
74,1416711045,38,ENEMY_TOUGH_2,20,20,0,685822,333.150,1,0,10,11,100,100,375.6,,77,338,40.00,0,34
75,1416711046,38,ENEMY_TOUGH_2,20,15,5,1034280,361.900,0,0,10,8,100,90,462.0,hus,77,338,40.00,0,38
76,1416711047,38,ENEMY_TOUGH_2,20,18,2,685822,325.867,0,0,10,10,100,96,418.8,,77,338,40.00,0,34
77,1416711048,38,ENEMY_FLYING,12,2,10,870822,333.167,0,0,10,6,100,36,295.6,reflection,ivasion,93,78,48.00,1,33
78,1416711049,38,ENEMY_NORMAL_2,55,52,3,909095,228.283,0,0,10,10,100,97,333.6,rush,evasion,80,107,15.00,0,37
79,1416711050,38,ENEMY_DARKNESS_2,10,10,0,798900,418.400,1,0,10,10,100,100,429.2,reactive_armor,120,223,35.00,0,39
80,1416711051,38,ENEMY_MAGIC_RESIST_2,15,9,6,973740,310.683,0,0,10,8,100,82,335.5,blink,80,201,30.00,0,35
81,1416711052,38,ENEMY_PHYSICAL_RESIST_2,12,11,1,784830,398.333,0,0,10,9,100,96,453.9,evasion,hus,80,216,30.00,0,32
82,1416711053,38,ENEMY_PHYSICAL_RESIST_2,15,12,3,973740,308.633,0,0,10,9,100,91,318.1,blink,80,216,30.00,0,35
83,1416711054,38,ENEMY_NORMAL_WEAK,12,12,0,859458,348.017,1,0,10,11,100,100,332.1,,80,33,24.00,0,31
84,1416711055,38,ENEMY_NORMAL_2,55,48,7,1140501,265.867,0,0,10,10,100,92,357.0,rush,evasion,80,107,15.00,0,37
85,1416711056,38,ENEMY_MAGIC_RESIST_2,10,6,4,798900,370.867,0,0,10,9,100,84,431.0,reactive_armor,80,201,35.00,0,39
86,1416711057,38,ENEMY_NORMAL_2,55,53,2,909095,226.917,0,0,10,10,100,98,329.4,rush,evasion,80,107,15.00,0,37
87,1416711058,38,ENEMY_TOUGH_2,20,20,0,685822,299.217,1,0,10,11,100,100,372.7,,77,338,40.00,0,34
88,1416711059,38,ENEMY_NORMAL_WEAK,12,12,0,859458,374.017,1,0,10,11,100,100,272.1,,80,33,24.00,0,31
89,1416711060,38,ENEMY_TOUGH,12,12,0,859458,417.367,1,0,10,11,100,100,407.2,,75,208,24.00,0,31
90,1416711061,38,ENEMY_TOUGH_2,20,16,4,608400,344.550,0,0,10,9,100,92,443.2,hus,77,338,40.00,0,38
91,1416711062,38,ENEMY_TOUGH,15,8,7,973740,317.967,0,0,10,9,100,79,371.4,blink,75,208,30.00,0,35
92,1416711063,38,ENEMY_NORMAL_2,55,50,5,1140501,238.950,0,0,10,10,100,95,340.4,rush,evasion,80,107,15.00,0,37
93,1416711064,38,ENEMY_TOUGH_2,20,15,5,608400,374.117,0,0,10,9,100,90,473.5,hus,77,338,40.00,0,38
94,1416711065,38,ENEMY_PHYSICAL_RESIST_2,12,10,2,784830,466.333,0,0,10,9,100,92,512.7,evasion,hus,80,216,30.00,0,32
