run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,1416710971,14,ENEMY_PHYSICAL_RESIST_2,13,0,13,48633,120.450,0,0,10,6,100,26,50.7,effect_immunity,80,216,3.00,0,12
1,1416710972,14,ENEMY_TOUGH_2,22,18,4,29172,120.867,0,0,10,10,100,85,61.1,blink,77,338,1.00,0,14
2,1416710973,14,ENEMY_FAST,15,1,14,71910,101.483,0,0,10,6,100,34,55.6,,160,91,2.00,0,13
3,1416710974,14,ENEMY_DARKNESS_1,16,16,0,43472,108.683,1,0,10,11,100,100,57.3,,110,177,1.00,0,11
4,1416710975,14,ENEMY_TOUGH_2,22,18,4,29172,119.450,0,0,10,10,100,87,63.3,blink,77,338,1.00,0,14
5,1416710976,14,ENEMY_TOUGH_2,22,17,5,29172,120.600,0,0,10,10,100,82,60.6,blink,77,338,1.00,0,14
6,1416710977,14,ENEMY_DARKNESS_1,16,16,0,43472,108.683,1,0,10,11,100,100,57.3,,110,177,1.00,0,11
7,1416710978,14,ENEMY_PHYSICAL_RESIST_2,13,0,13,48633,120.450,0,0,10,6,100,26,50.7,effect_immunity,80,216,3.00,0,12
8,1416710979,14,ENEMY_FAST,15,1,14,139026,101.483,0,0,10,6,100,35,55.6,,160,91,2.00,0,13
9,1416710980,14,ENEMY_PHYSICAL_RESIST_2,13,0,13,48633,120.450,0,0,10,6,100,26,50.7,effect_immunity,80,216,3.00,0,12
10,1416710981,14,ENEMY_TOUGH_2,22,15,7,29172,118.667,0,0,10,10,100,76,59.8,blink,77,338,1.00,0,14
11,1416710982,14,ENEMY_DARKNESS_1,16,16,0,43472,108.683,1,0,10,11,100,100,57.3,,110,177,1.00,0,11
12,1416710983,14,ENEMY_FLYING_WEAK,12,1,11,63936,80.750,0,0,10,6,100,30,32.1,,86,30,4.00,1,15
13,1416710984,14,ENEMY_DARKNESS_1,16,16,0,43472,108.683,1,0,10,11,100,100,57.3,,110,177,1.00,0,11
14,1416710985,14,ENEMY_DARKNESS_1,16,16,0,43472,108.683,1,0,10,11,100,100,57.3,,110,177,1.00,0,11
15,1416710986,14,ENEMY_FLYING_WEAK,12,1,11,63936,80.750,0,0,10,6,100,30,32.1,,86,30,4.00,1,15
16,1416710987,14,ENEMY_DARKNESS_1,16,16,0,43472,108.683,1,0,10,11,100,100,57.3,,110,177,1.00,0,11
17,1416710988,14,ENEMY_PHYSICAL_RESIST_2,13,0,13,48633,120.450,0,0,10,6,100,26,50.7,effect_immunity,80,216,3.00,0,12
