run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,1416710971,26,ENEMY_TOUGH,16,16,0,56224,292.017,1,0,10,11,100,100,207.7,reflection,bkb,75,208,23.00,0,26
1,1416710972,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
2,1416710973,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,98.283,1,0,10,11,100,100,55.0,blink,80,216,11.00,0,22
3,1416710974,26,ENEMY_FLYING_TOUGH,28,0,28,150528,64.250,0,0,10,6,100,28,33.8,untouchable,evasion,84,155,11.00,1,28
4,1416710975,26,ENEMY_FLYING_TOUGH,28,1,27,150528,61.450,0,0,10,6,100,32,34.8,untouchable,evasion,84,155,11.00,1,28
5,1416710976,26,ENEMY_FLYING_TOUGH,28,0,28,150528,64.333,0,0,10,6,100,29,33.0,untouchable,evasion,84,155,11.00,1,28
6,1416710977,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.1,reactive_armor,120,223,14.00,0,23
7,1416710978,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
8,1416710979,26,ENEMY_NORMAL_2,20,20,0,71076,26.950,1,0,10,11,100,100,19.2,ivasion,80,107,11.00,0,27
9,1416710980,26,ENEMY_TOUGH,16,16,0,56224,215.517,1,0,10,11,100,100,161.8,reflection,bkb,75,208,23.00,0,26
10,1416710981,26,ENEMY_MAGIC_RESIST,13,13,0,123921,241.483,1,0,10,11,100,100,162.5,reflection,80,201,12.00,0,21
11,1416710982,26,ENEMY_FLYING,14,2,12,341684,57.950,0,0,10,6,100,38,22.4,untouchable,93,78,15.00,1,25
12,1416710983,26,ENEMY_FLYING,14,1,13,341684,58.350,0,0,10,6,100,33,22.5,untouchable,93,78,15.00,1,25
13,1416710984,26,ENEMY_FLYING,14,2,12,341684,58.350,0,0,10,6,100,38,22.5,untouchable,93,78,15.00,1,25
14,1416710985,26,ENEMY_MAGIC_RESIST_2,24,24,0,116688,146.067,1,0,10,11,100,100,118.5,,80,201,23.00,0,29
15,1416710986,26,ENEMY_TOUGH,16,16,0,56224,277.517,1,0,10,11,100,100,186.5,reflection,bkb,75,208,23.00,0,26
16,1416710987,26,ENEMY_MAGIC_RESIST_2,24,24,0,116688,141.217,1,0,10,11,100,100,113.2,,80,201,23.00,0,29
17,1416710988,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,143.083,1,0,10,11,100,100,66.3,blink,80,216,11.00,0,22
18,1416710989,26,ENEMY_MAGIC_RESIST_2,24,24,0,116688,149.883,1,0,10,11,100,100,121.1,,80,201,23.00,0,29
19,1416710990,26,ENEMY_TOUGH,16,16,0,56224,274.517,1,0,10,11,100,100,183.6,reflection,bkb,75,208,23.00,0,26
20,1416710991,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
21,1416710992,26,ENEMY_NORMAL_2,20,20,0,71076,28.367,1,0,10,11,100,100,20.5,ivasion,80,107,11.00,0,27
22,1416710993,26,ENEMY_FLYING_TOUGH,28,4,24,225792,69.183,0,0,10,6,100,38,36.1,untouchable,evasion,84,155,11.00,1,28
23,1416710994,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
24,1416710995,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
25,1416710996,26,ENEMY_NORMAL_2,20,20,0,71076,27.083,1,0,10,11,100,100,19.3,ivasion,80,107,11.00,0,27
26,1416710997,26,ENEMY_FAST,14,3,11,166446,168.200,0,0,10,6,100,55,133.2,kraken_shell,evasion,160,91,22.00,0,24
27,1416710998,26,ENEMY_NORMAL_2,20,20,0,121490,183.883,1,0,10,11,100,100,62.8,ivasion,80,107,11.00,0,27
28,1416710999,26,ENEMY_FLYING_TOUGH,28,0,28,150528,67.283,0,0,10,6,100,30,35.4,untouchable,evasion,84,155,11.00,1,28
29,1416711000,26,ENEMY_FLYING_TOUGH,28,0,28,150528,66.333,0,0,10,6,100,28,36.6,untouchable,evasion,84,155,11.00,1,28
30,1416711001,26,ENEMY_FLYING_TOUGH,28,1,27,150528,65.567,0,0,10,6,100,31,36.6,untouchable,evasion,84,155,11.00,1,28
31,1416711002,26,ENEMY_FAST,14,1,13,166446,169.833,0,0,10,6,100,47,141.1,kraken_shell,evasion,160,91,22.00,0,24
32,1416711003,26,ENEMY_MAGIC_RESIST,13,13,0,123921,217.967,1,0,10,11,100,100,169.3,reflection,80,201,12.00,0,21
33,1416711004,26,ENEMY_MAGIC_RESIST_2,24,24,0,116688,150.983,1,0,10,11,100,100,115.9,,80,201,23.00,0,29
34,1416711005,26,ENEMY_DARKNESS_2,14,14,0,78176,158.283,1,0,10,11,100,100,104.0,reactive_armor,120,223,14.00,0,23
35,1416711006,26,ENEMY_TOUGH,16,16,0,56224,278.917,1,0,10,11,100,100,170.6,reflection,bkb,75,208,23.00,0,26
36,1416711007,26,ENEMY_NORMAL_2,20,20,0,71076,28.317,1,0,10,11,100,100,20.4,ivasion,80,107,11.00,0,27
37,1416711008,26,ENEMY_MAGIC_RESIST_2,24,24,0,116688,142.683,1,0,10,11,100,100,109.9,,80,201,23.00,0,29
38,1416711009,26,ENEMY_FLYING_TOUGH,28,1,27,150528,62.850,0,0,10,6,100,30,35.3,untouchable,evasion,84,155,11.00,1,28
39,1416711010,26,ENEMY_TOUGH,16,16,0,56224,237.167,1,0,10,11,100,100,167.5,reflection,bkb,75,208,23.00,0,26
40,1416711011,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.3,reactive_armor,120,223,14.00,0,23
41,1416711012,26,ENEMY_FLYING_TOUGH,28,1,27,150528,64.383,0,0,10,6,100,30,34.3,untouchable,evasion,84,155,11.00,1,28
42,1416711013,26,ENEMY_TOUGH,16,16,0,56224,237.750,1,0,10,11,100,100,173.1,reflection,bkb,75,208,23.00,0,26
43,1416711014,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,80.017,1,0,10,11,100,100,45.7,blink,80,216,11.00,0,22
44,1416711015,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
45,1416711016,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
46,1416711017,26,ENEMY_FLYING,14,1,13,341684,58.350,0,0,10,6,100,33,22.6,untouchable,93,78,15.00,1,25
47,1416711018,26,ENEMY_FAST,14,4,10,166446,169.650,0,0,10,6,100,59,127.5,kraken_shell,evasion,160,91,22.00,0,24
48,1416711019,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.2,reactive_armor,120,223,14.00,0,23
49,1416711020,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.2,reactive_armor,120,223,14.00,0,23
50,1416711021,26,ENEMY_FLYING_TOUGH,28,1,27,150528,69.267,0,0,10,6,100,31,37.0,untouchable,evasion,84,155,11.00,1,28
51,1416711022,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
52,1416711023,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.1,reactive_armor,120,223,14.00,0,23
53,1416711024,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,96.817,1,0,10,11,100,100,58.4,blink,80,216,11.00,0,22
54,1416711025,26,ENEMY_MAGIC_RESIST,13,13,0,123921,275.083,1,0,10,11,100,100,175.3,reflection,80,201,12.00,0,21
55,1416711026,26,ENEMY_NORMAL_2,20,20,0,71076,27.083,1,0,10,11,100,100,19.4,ivasion,80,107,11.00,0,27
56,1416711027,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
57,1416711028,26,ENEMY_FAST,14,1,13,166446,174.233,0,0,10,6,100,46,152.8,kraken_shell,evasion,160,91,22.00,0,24
58,1416711029,26,ENEMY_TOUGH,16,16,0,56224,207.767,1,0,10,11,100,100,165.3,reflection,bkb,75,208,23.00,0,26
59,1416711030,26,ENEMY_MAGIC_RESIST_2,24,24,0,116688,149.750,1,0,10,11,100,100,121.2,,80,201,23.00,0,29
60,1416711031,26,ENEMY_NORMAL_2,20,20,0,71076,27.767,1,0,10,11,100,100,19.9,ivasion,80,107,11.00,0,27
61,1416711032,26,ENEMY_FLYING_TOUGH,28,1,27,150528,63.183,0,0,10,6,100,31,32.3,untouchable,evasion,84,155,11.00,1,28
62,1416711033,26,ENEMY_MAGIC_RESIST,13,13,0,123921,246.667,1,0,10,11,100,100,154.8,reflection,80,201,12.00,0,21
63,1416711034,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
64,1416711035,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,90.417,1,0,10,11,100,100,52.0,blink,80,216,11.00,0,22
65,1416711036,26,ENEMY_NORMAL_2,20,20,0,71076,26.683,1,0,10,11,100,100,18.9,ivasion,80,107,11.00,0,27
66,1416711037,26,ENEMY_MAGIC_RESIST,13,13,0,123921,224.283,1,0,10,11,100,100,162.6,reflection,80,201,12.00,0,21
67,1416711038,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,92.950,1,0,10,11,100,100,48.3,blink,80,216,11.00,0,22
68,1416711039,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,98.417,1,0,10,11,100,100,61.5,blink,80,216,11.00,0,22
69,1416711040,26,ENEMY_FLYING,14,1,13,341684,54.667,0,0,10,6,100,33,19.1,untouchable,93,78,15.00,1,25
70,1416711041,26,ENEMY_FLYING_TOUGH,28,1,27,150528,65.950,0,0,10,6,100,30,35.0,untouchable,evasion,84,155,11.00,1,28
71,1416711042,26,ENEMY_NORMAL_2,20,20,0,71076,26.950,1,0,10,11,100,100,19.1,ivasion,80,107,11.00,0,27
72,1416711043,26,ENEMY_NORMAL_2,20,20,0,71076,28.267,1,0,10,11,100,100,20.4,ivasion,80,107,11.00,0,27
73,1416711044,26,ENEMY_MAGIC_RESIST_2,24,24,0,116688,146.683,1,0,10,11,100,100,118.7,,80,201,23.00,0,29
74,1416711045,26,ENEMY_NORMAL_2,20,20,0,71076,27.083,1,0,10,11,100,100,19.3,ivasion,80,107,11.00,0,27
75,1416711046,26,ENEMY_FLYING_TOUGH,28,4,24,150528,64.733,0,0,10,6,100,38,35.3,untouchable,evasion,84,155,11.00,1,28
76,1416711047,26,ENEMY_FLYING,14,0,14,341684,58.350,0,0,10,6,100,28,22.6,untouchable,93,78,15.00,1,25
77,1416711048,26,ENEMY_FLYING,14,1,13,341684,54.667,0,0,10,6,100,33,20.0,untouchable,93,78,15.00,1,25
78,1416711049,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.3,reactive_armor,120,223,14.00,0,23
79,1416711050,26,ENEMY_FAST,14,3,11,166446,167.300,0,0,10,6,100,55,140.9,kraken_shell,evasion,160,91,22.00,0,24
80,1416711051,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.1,reactive_armor,120,223,14.00,0,23
81,1416711052,26,ENEMY_FLYING_TOUGH,28,0,28,150528,67.133,0,0,10,6,100,29,36.1,untouchable,evasion,84,155,11.00,1,28
82,1416711053,26,ENEMY_DARKNESS_2,14,14,0,78176,158.283,1,0,10,11,100,100,104.0,reactive_armor,120,223,14.00,0,23
83,1416711054,26,ENEMY_FLYING_TOUGH,28,0,28,225792,63.317,0,0,10,6,100,28,31.9,untouchable,evasion,84,155,11.00,1,28
84,1416711055,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,98.117,1,0,10,11,100,100,56.9,blink,80,216,11.00,0,22
85,1416711056,26,ENEMY_MAGIC_RESIST,13,13,0,123921,275.750,1,0,10,11,100,100,162.6,reflection,80,201,12.00,0,21
86,1416711057,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,100.150,1,0,10,11,100,100,61.4,blink,80,216,11.00,0,22
87,1416711058,26,ENEMY_FAST,14,2,12,166446,170.817,0,0,10,6,100,50,150.9,kraken_shell,evasion,160,91,22.00,0,24
88,1416711059,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,78.417,1,0,10,11,100,100,44.1,blink,80,216,11.00,0,22
89,1416711060,26,ENEMY_TOUGH,16,16,0,56224,277.767,1,0,10,11,100,100,188.5,reflection,bkb,75,208,23.00,0,26
90,1416711061,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,94.417,1,0,10,11,100,100,53.1,blink,80,216,11.00,0,22
91,1416711062,26,ENEMY_FAST,14,4,10,166446,172.017,0,0,10,6,100,59,147.9,kraken_shell,evasion,160,91,22.00,0,24
92,1416711063,26,ENEMY_FLYING_TOUGH,28,1,27,150528,64.617,0,0,10,6,100,30,34.3,untouchable,evasion,84,155,11.00,1,28
93,1416711064,26,ENEMY_MAGIC_RESIST,13,13,0,123921,219.767,1,0,10,11,100,100,160.2,reflection,80,201,12.00,0,21
94,1416711065,26,ENEMY_PHYSICAL_RESIST_2,12,12,0,186168,96.550,1,0,10,11,100,100,55.0,blink,80,216,11.00,0,22
95,1416711066,26,ENEMY_DARKNESS_2,14,14,0,78176,158.417,1,0,10,11,100,100,104.1,reactive_armor,120,223,14.00,0,23
96,1416711067,26,ENEMY_TOUGH,16,16,0,56224,275.017,1,0,10,11,100,100,190.0,reflection,bkb,75,208,23.00,0,26
97,1416711068,26,ENEMY_FLYING_TOUGH,28,2,26,150528,59.200,0,0,10,6,100,34,33.4,untouchable,evasion,84,155,11.00,1,28
98,1416711069,26,ENEMY_DARKNESS_2,14,14,0,78176,158.283,1,0,10,11,100,100,104.0,reactive_armor,120,223,14.00,0,23
99,1416711070,26,ENEMY_FLYING,14,1,13,341684,54.667,0,0,10,6,100,33,21.2,untouchable,93,78,15.00,1,25
