run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,1416710971,37,ENEMY_NORMAL_2,55,55,0,381150,179.467,1,0,10,11,100,100,217.0,rush,evasion,80,107,15.00,0,37
1,1416710972,37,ENEMY_TOUGH_2,20,20,0,255060,260.550,1,0,10,11,100,100,291.2,hus,77,338,40.00,0,38
2,1416710973,37,ENEMY_MAGIC_RESIST_2,15,15,0,408245,213.467,1,0,10,11,100,100,193.2,blink,80,201,30.00,0,35
3,1416710974,37,ENEMY_NORMAL_2,55,55,0,381150,166.350,1,0,10,11,100,100,198.7,rush,evasion,80,107,15.00,0,37
4,1416710975,37,ENEMY_NORMAL_2,55,55,0,381150,155.683,1,0,10,11,100,100,183.0,rush,evasion,80,107,15.00,0,37
5,1416710976,37,ENEMY_NORMAL_WEAK,12,12,0,360336,244.950,1,0,10,11,100,100,205.7,,80,33,24.00,0,31
6,1416710977,37,ENEMY_TOUGH_2,20,20,0,255060,283.083,1,0,10,11,100,100,260.7,hus,77,338,40.00,0,38
7,1416710978,37,ENEMY_FLYING,12,5,7,365100,336.117,0,0,10,8,100,54,309.0,reflection,ivasion,93,78,48.00,1,33
8,1416710979,37,ENEMY_DARKNESS_2,10,10,0,334942,270.500,1,0,10,11,100,100,262.0,reactive_armor,120,223,35.00,0,39
9,1416710980,37,ENEMY_MAGIC_RESIST_2,10,10,0,334942,244.950,1,0,10,11,100,100,229.4,reactive_armor,80,201,35.00,0,39
10,1416710981,37,ENEMY_NORMAL_2,12,12,0,365100,252.817,1,0,10,11,100,100,230.5,reflection,ivasion,80,107,48.00,0,33
11,1416710982,37,ENEMY_NORMAL_2,55,55,0,381150,161.617,1,0,10,11,100,100,189.2,rush,evasion,80,107,15.00,0,37
12,1416710983,37,ENEMY_MAGIC_RESIST_2,10,10,0,334942,268.283,1,0,10,11,100,100,254.1,reactive_armor,80,201,35.00,0,39
13,1416710984,37,ENEMY_TANK,12,2,10,343068,298.550,0,0,10,6,100,60,248.5,kraken_shell,80,1116,25.00,0,36
