run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,1416710971,13,ENEMY_TOUGH_2,22,22,0,6732,71.300,1,0,10,11,100,100,22.8,blink,77,338,1.00,0,14
1,1416710972,13,ENEMY_PHYSICAL_RESIST_2,13,1,12,6877,118.517,0,0,10,6,100,31,45.5,effect_immunity,80,216,3.00,0,12
2,1416710973,13,ENEMY_TOUGH_2,22,22,0,4114,24.850,1,0,10,11,100,100,10.5,blink,77,338,1.00,0,14
3,1416710974,13,ENEMY_PHYSICAL_RESIST_2,13,1,12,6877,118.517,0,0,10,6,100,33,45.5,effect_immunity,80,216,3.00,0,12
4,1416710975,13,ENEMY_FLYING_WEAK,12,12,0,9048,52.817,1,0,10,10,100,100,16.5,,86,30,4.00,1,15
5,1416710976,13,ENEMY_DARKNESS_1,16,16,0,6144,19.167,1,0,10,11,100,100,10.2,,110,177,1.00,0,11
6,1416710977,13,ENEMY_FAST,15,15,0,10185,30.700,1,0,10,11,100,100,17.4,,160,91,2.00,0,13
7,1416710978,13,ENEMY_FLYING_WEAK,12,12,0,9048,52.817,1,0,10,10,100,100,16.5,,86,30,4.00,1,15
8,1416710979,13,ENEMY_FLYING_WEAK,12,12,0,9048,52.817,1,0,10,10,100,100,16.5,,86,30,4.00,1,15
9,1416710980,13,ENEMY_FAST,15,15,0,10185,30.700,1,0,10,11,100,100,17.4,,160,91,2.00,0,13
10,1416710981,13,ENEMY_PHYSICAL_RESIST_2,13,1,12,6877,118.517,0,0,10,6,100,32,45.5,effect_immunity,80,216,3.00,0,12
11,1416710982,13,ENEMY_TOUGH_2,22,22,0,4114,22.617,1,0,10,11,100,100,10.8,blink,77,338,1.00,0,14
12,1416710983,13,ENEMY_DARKNESS_1,16,16,0,6144,19.167,1,0,10,11,100,100,10.2,,110,177,1.00,0,11
13,1416710984,13,ENEMY_PHYSICAL_RESIST_2,13,1,12,6877,118.517,0,0,10,6,100,31,45.5,effect_immunity,80,216,3.00,0,12
14,1416710985,13,ENEMY_FLYING_WEAK,12,12,0,9048,52.817,1,0,10,10,100,100,16.5,,86,30,4.00,1,15
15,1416710986,13,ENEMY_TOUGH_2,22,22,0,4114,22.783,1,0,10,11,100,100,11.6,blink,77,338,1.00,0,14
16,1416710987,13,ENEMY_PHYSICAL_RESIST_2,13,1,12,6877,118.517,0,0,10,6,100,32,45.5,effect_immunity,80,216,3.00,0,12
17,1416710988,13,ENEMY_DARKNESS_1,16,16,0,6144,19.167,1,0,10,11,100,100,10.2,,110,177,1.00,0,11
18,1416710989,13,ENEMY_FAST,15,15,0,10185,30.700,1,0,10,11,100,100,17.4,,160,91,2.00,0,13
19,1416710990,13,ENEMY_FAST,15,14,1,19691,92.500,0,0,10,11,100,93,27.4,,160,91,2.00,0,13
20,1416710991,13,ENEMY_TOUGH_2,22,22,0,4114,25.050,1,0,10,11,100,100,11.6,blink,77,338,1.00,0,14
21,1416710992,13,ENEMY_DARKNESS_1,16,16,0,6144,19.167,1,0,10,11,100,100,10.2,,110,177,1.00,0,11
22,1416710993,13,ENEMY_FAST,15,15,0,10185,30.683,1,0,10,11,100,100,17.4,,160,91,2.00,0,13
