run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,1416710971,16,ENEMY_NORMAL_WEAK_2,28,12,16,16590,187.117,0,0,10,6,100,54,126.0,bkb,80,46,7.00,0,19
1,1416710972,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
2,1416710973,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
3,1416710974,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,66,121.3,bkb,80,46,7.00,0,19
4,1416710975,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
5,1416710976,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
6,1416710977,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
7,1416710978,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
8,1416710979,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
9,1416710980,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
10,1416710981,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
11,1416710982,16,ENEMY_DARKNESS_1,16,16,0,18192,62.600,1,0,10,11,100,100,32.8,rush,evasion,110,177,5.00,0,16
12,1416710983,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
13,1416710984,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,66,121.3,bkb,80,46,7.00,0,19
14,1416710985,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
15,1416710986,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
16,1416710987,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
17,1416710988,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
18,1416710989,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,64,121.3,bkb,80,46,7.00,0,19
19,1416710990,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
20,1416710991,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
21,1416710992,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
22,1416710993,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
23,1416710994,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
24,1416710995,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
25,1416710996,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.083,1,0,10,10,100,100,74.5,,80,201,4.00,0,18
26,1416710997,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
27,1416710998,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
28,1416710999,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,66,121.3,bkb,80,46,7.00,0,19
29,1416711000,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
30,1416711001,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,67,121.3,bkb,80,46,7.00,0,19
31,1416711002,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
32,1416711003,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,64,121.3,bkb,80,46,7.00,0,19
33,1416711004,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,65,121.3,bkb,80,46,7.00,0,19
34,1416711005,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,64,121.3,bkb,80,46,7.00,0,19
35,1416711006,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
36,1416711007,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
37,1416711008,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,65,121.3,bkb,80,46,7.00,0,19
38,1416711009,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,128.950,1,0,10,10,100,100,74.2,,80,201,4.00,0,18
39,1416711010,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
40,1416711011,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
41,1416711012,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,64,121.3,bkb,80,46,7.00,0,19
42,1416711013,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
43,1416711014,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
44,1416711015,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
45,1416711016,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
46,1416711017,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
47,1416711018,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
48,1416711019,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,67,121.3,bkb,80,46,7.00,0,19
49,1416711020,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
50,1416711021,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,65,121.3,bkb,80,46,7.00,0,19
51,1416711022,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.217,1,0,10,10,100,100,75.2,,80,201,4.00,0,18
52,1416711023,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
53,1416711024,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,63,121.3,bkb,80,46,7.00,0,19
54,1416711025,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
55,1416711026,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
56,1416711027,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,63,121.3,bkb,80,46,7.00,0,19
57,1416711028,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
58,1416711029,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.217,1,0,10,10,100,100,75.3,,80,201,4.00,0,18
59,1416711030,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,62,121.3,bkb,80,46,7.00,0,19
60,1416711031,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.083,1,0,10,10,100,100,74.4,,80,201,4.00,0,18
61,1416711032,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,64,121.3,bkb,80,46,7.00,0,19
62,1416711033,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
63,1416711034,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
64,1416711035,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
65,1416711036,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
66,1416711037,16,ENEMY_FLYING_TOUGH,14,0,14,42602,77.000,0,0,10,6,100,28,31.0,,84,155,10.00,1,17
67,1416711038,16,ENEMY_NORMAL_WEAK_2,28,14,14,16590,182.400,0,0,10,6,100,64,121.3,bkb,80,46,7.00,0,19
68,1416711039,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,67,121.3,bkb,80,46,7.00,0,19
69,1416711040,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
70,1416711041,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,62,121.3,bkb,80,46,7.00,0,19
71,1416711042,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,67,121.3,bkb,80,46,7.00,0,19
72,1416711043,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
73,1416711044,16,ENEMY_DARKNESS_1,16,16,0,18192,62.683,1,0,10,11,100,100,32.9,rush,evasion,110,177,5.00,0,16
74,1416711045,16,ENEMY_NORMAL_WEAK_2,28,14,14,11060,182.400,0,0,10,6,100,63,121.3,bkb,80,46,7.00,0,19
75,1416711046,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
76,1416711047,16,ENEMY_MAGIC_RESIST_2,12,12,0,21420,129.200,1,0,10,10,100,100,74.8,,80,201,4.00,0,18
