run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,2895316556,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
1,2895316557,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
2,2895316558,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
3,2895316559,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
4,2895316560,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
5,2895316561,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
6,2895316562,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
7,2895316563,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
8,2895316564,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
9,2895316565,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
10,2895316566,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
11,2895316567,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
12,2895316568,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
13,2895316569,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
14,2895316570,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
15,2895316571,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
16,2895316572,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
17,2895316573,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
18,2895316574,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
19,2895316575,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
20,2895316576,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
21,2895316577,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
22,2895316578,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
23,2895316579,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
24,2895316580,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
25,2895316581,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
26,2895316582,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
27,2895316583,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
28,2895316584,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
29,2895316585,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
30,2895316586,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
31,2895316587,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
32,2895316588,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
33,2895316589,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
34,2895316590,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
35,2895316591,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
36,2895316592,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
37,2895316593,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
38,2895316594,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
39,2895316595,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
40,2895316596,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
41,2895316597,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
42,2895316598,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
43,2895316599,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
44,2895316600,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
45,2895316601,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
46,2895316602,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
47,2895316603,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
48,2895316604,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
49,2895316605,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
50,2895316606,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
51,2895316607,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
52,2895316608,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
53,2895316609,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
54,2895316610,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
55,2895316611,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
56,2895316612,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
57,2895316613,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
58,2895316614,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
59,2895316615,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
60,2895316616,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
61,2895316617,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
62,2895316618,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
63,2895316619,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
64,2895316620,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
65,2895316621,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
66,2895316622,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
67,2895316623,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
68,2895316624,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
69,2895316625,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
70,2895316626,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
71,2895316627,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
72,2895316628,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
73,2895316629,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
74,2895316630,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
75,2895316631,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
76,2895316632,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
77,2895316633,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
78,2895316634,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
79,2895316635,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
80,2895316636,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
81,2895316637,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
82,2895316638,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
83,2895316639,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
84,2895316640,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
85,2895316641,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
86,2895316642,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
87,2895316643,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
88,2895316644,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
89,2895316645,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
90,2895316646,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
91,2895316647,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
92,2895316648,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
93,2895316649,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
94,2895316650,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
95,2895316651,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
96,2895316652,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
97,2895316653,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
98,2895316654,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
99,2895316655,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
100,2895316656,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
101,2895316657,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
102,2895316658,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
103,2895316659,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
104,2895316660,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
105,2895316661,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
106,2895316662,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
107,2895316663,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
108,2895316664,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
109,2895316665,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
110,2895316666,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
111,2895316667,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
112,2895316668,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
113,2895316669,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
114,2895316670,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
115,2895316671,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
116,2895316672,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
117,2895316673,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
118,2895316674,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
119,2895316675,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
120,2895316676,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
121,2895316677,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
122,2895316678,1,ENEMY_NORMAL_WEAK,5,0,5,65,76.033,0,0,10,6,100,20,0.0,,80,33,0.00,0,1
123,2895316679,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
124,2895316680,1,ENEMY_NORMAL_WEAK,5,5,0,65,25.417,1,0,10,11,100,100,0.9,,80,33,0.00,0,1
