run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,2895316556,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,83,46.6,effect_immunity,80,223,3.00,0,12
1,2895316557,11,ENEMY_DARKNESS_1,16,13,3,12256,103.917,0,0,10,9,100,87,57.5,,110,177,1.00,0,11
2,2895316558,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
3,2895316559,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,92,57.9,,110,177,1.00,0,11
4,2895316560,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,58,43.4,,160,130,2.00,0,13
5,2895316561,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
6,2895316562,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,92,57.4,,110,177,1.00,0,11
7,2895316563,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
8,2895316564,11,ENEMY_DARKNESS_1,16,13,3,12256,103.383,0,0,10,9,100,88,57.6,,110,177,1.00,0,11
9,2895316565,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,91,57.4,,110,177,1.00,0,11
10,2895316566,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,33,37.0,,93,60,4.00,1,15
11,2895316567,11,ENEMY_TOUGH_2,22,22,0,8646,40.967,1,0,10,11,100,100,17.7,blink,75,260,1.00,0,14
12,2895316568,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,90,57.4,,110,177,1.00,0,11
13,2895316569,11,ENEMY_FAST,15,6,9,22155,78.117,0,0,10,7,100,61,43.3,,160,130,2.00,0,13
14,2895316570,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
15,2895316571,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
16,2895316572,11,ENEMY_FAST,15,5,10,22155,78.117,0,0,10,7,100,55,43.3,,160,130,2.00,0,13
17,2895316573,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
18,2895316574,11,ENEMY_TOUGH_2,22,22,0,8646,57.517,1,0,10,11,100,100,21.0,blink,75,260,1.00,0,14
19,2895316575,11,ENEMY_TOUGH_2,22,22,0,8646,40.217,1,0,10,11,100,100,18.5,blink,75,260,1.00,0,14
20,2895316576,11,ENEMY_TOUGH_2,22,22,0,8646,51.567,1,0,10,11,100,100,20.3,blink,75,260,1.00,0,14
21,2895316577,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
22,2895316578,11,ENEMY_TOUGH_2,22,22,0,8646,51.717,1,0,10,11,100,100,18.5,blink,75,260,1.00,0,14
23,2895316579,11,ENEMY_DARKNESS_1,16,13,3,12256,103.650,0,0,10,9,100,88,57.4,,110,177,1.00,0,11
24,2895316580,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,83,46.6,effect_immunity,80,223,3.00,0,12
25,2895316581,11,ENEMY_TOUGH_2,22,21,1,14148,117.533,0,0,10,11,100,97,32.8,blink,75,260,1.00,0,14
26,2895316582,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
27,2895316583,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
28,2895316584,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,31,37.0,,93,60,4.00,1,15
29,2895316585,11,ENEMY_DARKNESS_1,16,13,3,12256,103.383,0,0,10,9,100,88,57.7,,110,177,1.00,0,11
30,2895316586,11,ENEMY_TOUGH_2,22,22,0,8646,42.717,1,0,10,11,100,100,17.7,blink,75,260,1.00,0,14
31,2895316587,11,ENEMY_DARKNESS_1,16,13,3,12256,103.650,0,0,10,9,100,87,57.8,,110,177,1.00,0,11
32,2895316588,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,31,37.0,,93,60,4.00,1,15
33,2895316589,11,ENEMY_FAST,15,5,10,22155,78.117,0,0,10,7,100,52,43.3,,160,130,2.00,0,13
34,2895316590,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
35,2895316591,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,85,46.6,effect_immunity,80,223,3.00,0,12
36,2895316592,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,85,46.6,effect_immunity,80,223,3.00,0,12
37,2895316593,11,ENEMY_FAST,15,6,9,22155,78.267,0,0,10,7,100,56,43.5,,160,130,2.00,0,13
38,2895316594,11,ENEMY_TOUGH_2,22,22,0,8646,40.217,1,0,10,11,100,100,17.6,blink,75,260,1.00,0,14
39,2895316595,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,92,57.4,,110,177,1.00,0,11
40,2895316596,11,ENEMY_FAST,15,5,10,22155,78.017,0,0,10,7,100,55,43.1,,160,130,2.00,0,13
41,2895316597,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
42,2895316598,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
43,2895316599,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,91,57.3,,110,177,1.00,0,11
44,2895316600,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,31,37.0,,93,60,4.00,1,15
45,2895316601,11,ENEMY_FAST,15,5,10,42833,85.767,0,0,10,6,100,55,44.4,,160,130,2.00,0,13
46,2895316602,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,92,57.3,,110,177,1.00,0,11
47,2895316603,11,ENEMY_FAST,15,5,10,22155,78.017,0,0,10,7,100,54,43.1,,160,130,2.00,0,13
48,2895316604,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,91,57.9,,110,177,1.00,0,11
49,2895316605,11,ENEMY_TOUGH_2,22,22,0,8646,51.817,1,0,10,11,100,100,19.3,blink,75,260,1.00,0,14
50,2895316606,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,31,37.0,,93,60,4.00,1,15
51,2895316607,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,83,46.6,effect_immunity,80,223,3.00,0,12
52,2895316608,11,ENEMY_PHYSICAL_RESIST_2,13,9,4,28458,102.950,0,0,10,8,100,77,46.7,effect_immunity,80,223,3.00,0,12
53,2895316609,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
54,2895316610,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,81,46.6,effect_immunity,80,223,3.00,0,12
55,2895316611,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,31,37.0,,93,60,4.00,1,15
56,2895316612,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,81,46.5,effect_immunity,80,223,3.00,0,12
57,2895316613,11,ENEMY_TOUGH_2,22,22,0,8646,51.667,1,0,10,11,100,100,19.1,blink,75,260,1.00,0,14
58,2895316614,11,ENEMY_TOUGH_2,22,22,0,8646,43.717,1,0,10,11,100,100,18.4,blink,75,260,1.00,0,14
59,2895316615,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,31,37.0,,93,60,4.00,1,15
60,2895316616,11,ENEMY_FAST,15,6,9,22155,78.067,0,0,10,7,100,60,43.2,,160,130,2.00,0,13
61,2895316617,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
62,2895316618,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,91,57.4,,110,177,1.00,0,11
63,2895316619,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,92,57.9,,110,177,1.00,0,11
64,2895316620,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
65,2895316621,11,ENEMY_FAST,15,5,10,22155,78.267,0,0,10,7,100,54,43.5,,160,130,2.00,0,13
66,2895316622,11,ENEMY_PHYSICAL_RESIST_2,13,9,4,28458,105.950,0,0,10,8,100,76,48.0,effect_immunity,80,223,3.00,0,12
67,2895316623,11,ENEMY_PHYSICAL_RESIST_2,13,9,4,28458,102.950,0,0,10,8,100,78,46.6,effect_immunity,80,223,3.00,0,12
68,2895316624,11,ENEMY_FAST,15,5,10,22155,78.017,0,0,10,7,100,56,43.2,,160,130,2.00,0,13
69,2895316625,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
70,2895316626,11,ENEMY_DARKNESS_1,16,13,3,12256,103.417,0,0,10,9,100,88,57.6,,110,177,1.00,0,11
71,2895316627,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,85,46.5,effect_immunity,80,223,3.00,0,12
72,2895316628,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
73,2895316629,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,91,57.4,,110,177,1.00,0,11
74,2895316630,11,ENEMY_TOUGH_2,22,22,0,8646,40.483,1,0,10,11,100,100,17.6,blink,75,260,1.00,0,14
75,2895316631,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,57,43.4,,160,130,2.00,0,13
76,2895316632,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
77,2895316633,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
78,2895316634,11,ENEMY_TOUGH_2,22,22,0,8646,42.217,1,0,10,11,100,100,17.4,blink,75,260,1.00,0,14
79,2895316635,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,80,46.6,effect_immunity,80,223,3.00,0,12
80,2895316636,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,90,57.3,,110,177,1.00,0,11
81,2895316637,11,ENEMY_FAST,15,6,9,22155,78.067,0,0,10,7,100,57,43.2,,160,130,2.00,0,13
82,2895316638,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
83,2895316639,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,81,46.6,effect_immunity,80,223,3.00,0,12
84,2895316640,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,58,43.4,,160,130,2.00,0,13
85,2895316641,11,ENEMY_TOUGH_2,22,22,0,8646,39.517,1,0,10,11,100,100,16.9,blink,75,260,1.00,0,14
86,2895316642,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,83,46.6,effect_immunity,80,223,3.00,0,12
87,2895316643,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,91,57.3,,110,177,1.00,0,11
88,2895316644,11,ENEMY_FAST,15,6,9,22155,78.117,0,0,10,7,100,57,43.3,,160,130,2.00,0,13
89,2895316645,11,ENEMY_FAST,15,6,9,22155,78.067,0,0,10,7,100,57,43.2,,160,130,2.00,0,13
90,2895316646,11,ENEMY_DARKNESS_1,16,13,3,12256,103.383,0,0,10,9,100,88,57.5,,110,177,1.00,0,11
91,2895316647,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,85,46.6,effect_immunity,80,223,3.00,0,12
92,2895316648,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,59,43.4,,160,130,2.00,0,13
93,2895316649,11,ENEMY_FAST,15,6,9,22155,78.117,0,0,10,7,100,57,43.3,,160,130,2.00,0,13
94,2895316650,11,ENEMY_DARKNESS_1,16,13,3,12256,103.650,0,0,10,9,100,88,57.4,,110,177,1.00,0,11
95,2895316651,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,56,43.4,,160,130,2.00,0,13
96,2895316652,11,ENEMY_DARKNESS_1,16,14,2,12256,104.883,0,0,10,9,100,91,57.5,,110,177,1.00,0,11
97,2895316653,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,58,43.4,,160,130,2.00,0,13
98,2895316654,11,ENEMY_FAST,15,5,10,22155,78.117,0,0,10,7,100,55,43.3,,160,130,2.00,0,13
99,2895316655,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
100,2895316656,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,90,57.4,,110,177,1.00,0,11
101,2895316657,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
102,2895316658,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
103,2895316659,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,62,43.4,,160,130,2.00,0,13
104,2895316660,11,ENEMY_DARKNESS_1,16,13,3,12256,103.917,0,0,10,9,100,87,57.5,,110,177,1.00,0,11
105,2895316661,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,85,46.6,effect_immunity,80,223,3.00,0,12
106,2895316662,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,56,43.4,,160,130,2.00,0,13
107,2895316663,11,ENEMY_DARKNESS_1,16,13,3,12256,103.917,0,0,10,9,100,86,57.5,,110,177,1.00,0,11
108,2895316664,11,ENEMY_FAST,15,5,10,22155,78.117,0,0,10,7,100,54,43.3,,160,130,2.00,0,13
109,2895316665,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,56,43.4,,160,130,2.00,0,13
110,2895316666,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
111,2895316667,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,91,57.4,,110,177,1.00,0,11
112,2895316668,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
113,2895316669,11,ENEMY_FAST,15,5,10,22155,78.117,0,0,10,7,100,52,43.3,,160,130,2.00,0,13
114,2895316670,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,82,46.6,effect_immunity,80,223,3.00,0,12
115,2895316671,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,83,46.6,effect_immunity,80,223,3.00,0,12
116,2895316672,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
117,2895316673,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,84,46.6,effect_immunity,80,223,3.00,0,12
118,2895316674,11,ENEMY_TOUGH_2,22,22,0,8646,41.217,1,0,10,11,100,100,18.5,blink,75,260,1.00,0,14
119,2895316675,11,ENEMY_DARKNESS_1,16,13,3,22980,103.383,0,0,10,9,100,87,57.2,,110,177,1.00,0,11
120,2895316676,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,92,57.5,,110,177,1.00,0,11
121,2895316677,11,ENEMY_DARKNESS_1,16,14,2,12256,103.117,0,0,10,9,100,92,57.4,,110,177,1.00,0,11
122,2895316678,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,32,37.0,,93,60,4.00,1,15
123,2895316679,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,85,46.6,effect_immunity,80,223,3.00,0,12
124,2895316680,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,92,57.3,,110,177,1.00,0,11
125,2895316681,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
126,2895316682,11,ENEMY_DARKNESS_1,16,14,2,12256,103.917,0,0,10,9,100,92,57.4,,110,177,1.00,0,11
127,2895316683,11,ENEMY_FAST,15,6,9,22155,78.117,0,0,10,7,100,57,43.3,,160,130,2.00,0,13
128,2895316684,11,ENEMY_DARKNESS_1,16,13,3,12256,103.650,0,0,10,9,100,88,57.4,,110,177,1.00,0,11
129,2895316685,11,ENEMY_TOUGH_2,22,22,0,8646,40.717,1,0,10,11,100,100,18.8,blink,75,260,1.00,0,14
130,2895316686,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,82,46.5,effect_immunity,80,223,3.00,0,12
131,2895316687,11,ENEMY_FAST,15,6,9,22155,78.017,0,0,10,7,100,59,43.1,,160,130,2.00,0,13
132,2895316688,11,ENEMY_TOUGH_2,22,22,0,8646,39.067,1,0,10,11,100,100,17.0,blink,75,260,1.00,0,14
133,2895316689,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,31,37.0,,93,60,4.00,1,15
134,2895316690,11,ENEMY_FAST,15,6,9,22155,78.217,0,0,10,7,100,57,43.4,,160,130,2.00,0,13
135,2895316691,11,ENEMY_FLYING_WEAK,12,1,11,19584,100.267,0,0,10,6,100,30,37.0,,93,60,4.00,1,15
136,2895316692,11,ENEMY_TOUGH_2,22,22,0,8646,39.317,1,0,10,11,100,100,17.8,blink,75,260,1.00,0,14
137,2895316693,11,ENEMY_TOUGH_2,22,22,0,8646,51.567,1,0,10,11,100,100,18.6,blink,75,260,1.00,0,14
138,2895316694,11,ENEMY_DARKNESS_1,16,13,3,12256,103.383,0,0,10,9,100,87,57.7,,110,177,1.00,0,11
139,2895316695,11,ENEMY_PHYSICAL_RESIST_2,13,10,3,13702,102.950,0,0,10,9,100,80,46.6,effect_immunity,80,223,3.00,0,12
