run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,2895316556,12,ENEMY_DARKNESS_1,16,2,14,17664,113.883,0,0,10,6,100,41,63.0,,110,177,1.00,0,11
1,2895316557,12,ENEMY_TOUGH_2,22,22,0,12474,54.033,1,0,10,11,100,100,23.6,blink,75,260,1.00,0,14
2,2895316558,12,ENEMY_DARKNESS_1,16,2,14,17664,113.883,0,0,10,6,100,41,63.0,,110,177,1.00,0,11
3,2895316559,12,ENEMY_FAST,15,0,15,31950,87.017,0,0,10,6,100,30,46.1,,160,130,2.00,0,13
4,2895316560,12,ENEMY_TOUGH_2,22,22,0,12474,61.717,1,0,10,11,100,100,26.6,blink,75,260,1.00,0,14
5,2895316561,12,ENEMY_TOUGH_2,22,22,0,12474,55.467,1,0,10,11,100,100,25.3,blink,75,260,1.00,0,14
6,2895316562,12,ENEMY_FAST,15,0,15,31950,87.017,0,0,10,6,100,30,46.1,,160,130,2.00,0,13
7,2895316563,12,ENEMY_FAST,15,0,15,31950,87.017,0,0,10,6,100,30,46.1,,160,130,2.00,0,13
8,2895316564,12,ENEMY_FAST,15,0,15,31950,87.017,0,0,10,6,100,30,46.1,,160,130,2.00,0,13
9,2895316565,12,ENEMY_FLYING_WEAK,12,0,12,28248,100.267,0,0,10,6,100,24,37.0,,93,60,4.00,1,15
10,2895316566,12,ENEMY_DARKNESS_1,16,2,14,17664,113.883,0,0,10,6,100,40,63.0,,110,177,1.00,0,11
11,2895316567,12,ENEMY_FAST,15,0,15,31950,87.017,0,0,10,6,100,30,46.1,,160,130,2.00,0,13
12,2895316568,12,ENEMY_FLYING_WEAK,12,0,12,28248,100.267,0,0,10,6,100,24,37.0,,93,60,4.00,1,15
13,2895316569,12,ENEMY_PHYSICAL_RESIST_2,13,0,13,19773,108.367,0,0,10,6,100,27,48.5,effect_immunity,80,223,3.00,0,12
14,2895316570,12,ENEMY_TOUGH_2,22,22,0,12474,57.383,1,0,10,11,100,100,24.4,blink,75,260,1.00,0,14
15,2895316571,12,ENEMY_PHYSICAL_RESIST_2,13,0,13,19773,108.367,0,0,10,6,100,26,48.5,effect_immunity,80,223,3.00,0,12
