run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,2895316556,15,ENEMY_FAST,15,13,2,13710,76.417,0,0,10,9,100,92,40.6,,160,130,2.00,0,13
1,2895316557,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,94,40.4,,160,130,2.00,0,13
2,2895316558,15,ENEMY_TOUGH_2,22,21,1,8748,124.150,0,0,10,11,100,97,35.7,blink,75,260,1.00,0,14
3,2895316559,15,ENEMY_TOUGH_2,22,22,0,5346,37.183,1,0,10,11,100,100,15.3,blink,75,260,1.00,0,14
4,2895316560,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,54,36.3,,93,60,4.00,1,15
5,2895316561,15,ENEMY_DARKNESS_1,16,15,1,7568,99.867,0,0,10,10,100,95,51.8,,110,177,1.00,0,11
6,2895316562,15,ENEMY_PHYSICAL_RESIST_2,13,13,0,8476,93.267,1,0,10,10,100,100,39.6,effect_immunity,80,223,3.00,0,12
7,2895316563,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,55,36.3,,93,60,4.00,1,15
8,2895316564,15,ENEMY_TOUGH_2,22,22,0,5346,39.717,1,0,10,11,100,100,16.0,blink,75,260,1.00,0,14
9,2895316565,15,ENEMY_PHYSICAL_RESIST_2,13,13,0,8476,93.100,1,0,10,11,100,100,39.1,effect_immunity,80,223,3.00,0,12
10,2895316566,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,96,40.3,,160,130,2.00,0,13
11,2895316567,15,ENEMY_DARKNESS_1,16,15,1,7568,99.867,0,0,10,10,100,96,51.8,,110,177,1.00,0,11
12,2895316568,15,ENEMY_PHYSICAL_RESIST_2,13,13,0,8476,93.267,1,0,10,10,100,100,39.6,effect_immunity,80,223,3.00,0,12
13,2895316569,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,56,36.3,,93,60,4.00,1,15
14,2895316570,15,ENEMY_DARKNESS_1,16,16,0,7568,96.883,1,0,10,10,100,100,52.6,,110,177,1.00,0,11
15,2895316571,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,94,40.3,,160,130,2.00,0,13
16,2895316572,15,ENEMY_DARKNESS_1,16,16,0,7568,96.883,1,0,10,10,100,100,52.8,,110,177,1.00,0,11
17,2895316573,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,55,36.3,,93,60,4.00,1,15
18,2895316574,15,ENEMY_FAST,15,13,2,13710,76.417,0,0,10,9,100,89,40.6,,160,130,2.00,0,13
19,2895316575,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,96,40.3,,160,130,2.00,0,13
20,2895316576,15,ENEMY_PHYSICAL_RESIST_2,13,13,0,8476,93.100,1,0,10,11,100,100,39.1,effect_immunity,80,223,3.00,0,12
21,2895316577,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,95,40.3,,160,130,2.00,0,13
22,2895316578,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,56,36.3,,93,60,4.00,1,15
23,2895316579,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,57,36.3,,93,60,4.00,1,15
24,2895316580,15,ENEMY_TOUGH_2,22,22,0,5346,37.717,1,0,10,11,100,100,15.1,blink,75,260,1.00,0,14
25,2895316581,15,ENEMY_DARKNESS_1,16,15,1,7568,99.867,0,0,10,10,100,96,51.8,,110,177,1.00,0,11
26,2895316582,15,ENEMY_DARKNESS_1,16,16,0,7568,96.883,1,0,10,10,100,100,53.1,,110,177,1.00,0,11
27,2895316583,15,ENEMY_DARKNESS_1,16,16,0,7568,96.883,1,0,10,10,100,100,53.1,,110,177,1.00,0,11
28,2895316584,15,ENEMY_PHYSICAL_RESIST_2,13,13,0,8476,93.100,1,0,10,11,100,100,39.2,effect_immunity,80,223,3.00,0,12
29,2895316585,15,ENEMY_TOUGH_2,22,22,0,5346,36.717,1,0,10,11,100,100,14.9,blink,75,260,1.00,0,14
30,2895316586,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,95,40.3,,160,130,2.00,0,13
31,2895316587,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,57,36.3,,93,60,4.00,1,15
32,2895316588,15,ENEMY_FAST,15,13,2,13710,76.417,0,0,10,9,100,91,40.6,,160,130,2.00,0,13
33,2895316589,15,ENEMY_DARKNESS_1,16,15,1,7568,99.867,0,0,10,10,100,94,51.8,,110,177,1.00,0,11
34,2895316590,15,ENEMY_DARKNESS_1,16,16,0,7568,96.883,1,0,10,10,100,100,52.6,,110,177,1.00,0,11
35,2895316591,15,ENEMY_TOUGH_2,22,22,0,5346,38.717,1,0,10,11,100,100,15.8,blink,75,260,1.00,0,14
36,2895316592,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,94,40.3,,160,130,2.00,0,13
37,2895316593,15,ENEMY_PHYSICAL_RESIST_2,13,13,0,8476,93.267,1,0,10,10,100,100,39.6,effect_immunity,80,223,3.00,0,12
38,2895316594,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,95,40.4,,160,130,2.00,0,13
39,2895316595,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,57,36.3,,93,60,4.00,1,15
40,2895316596,15,ENEMY_TOUGH_2,22,22,0,5346,38.717,1,0,10,11,100,100,15.8,blink,75,260,1.00,0,14
41,2895316597,15,ENEMY_DARKNESS_1,16,16,0,7568,96.883,1,0,10,10,100,100,52.6,,110,177,1.00,0,11
42,2895316598,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,96,40.3,,160,130,2.00,0,13
43,2895316599,15,ENEMY_FAST,15,14,1,13710,74.267,0,0,10,9,100,96,40.4,,160,130,2.00,0,13
44,2895316600,15,ENEMY_TOUGH_2,22,22,0,5346,38.717,1,0,10,11,100,100,16.3,blink,75,260,1.00,0,14
45,2895316601,15,ENEMY_DARKNESS_1,16,16,0,7568,96.883,1,0,10,10,100,100,52.6,,110,177,1.00,0,11
46,2895316602,15,ENEMY_FLYING_WEAK,12,5,7,12120,90.050,0,0,10,7,100,55,36.3,,93,60,4.00,1,15
