run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,2895316556,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.5,,160,130,0.00,0,8
1,2895316557,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
2,2895316558,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.717,1,0,10,11,100,100,7.3,evasion,80,33,0.00,0,9
3,2895316559,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
4,2895316560,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.2,,160,130,0.00,0,8
5,2895316561,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
6,2895316562,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.4,,160,130,0.00,0,8
7,2895316563,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,33.217,1,0,10,11,100,100,8.1,evasion,80,33,0.00,0,9
8,2895316564,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
9,2895316565,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.717,1,0,10,11,100,100,7.3,evasion,80,33,0.00,0,9
10,2895316566,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,34.217,1,0,10,11,100,100,7.8,evasion,80,33,0.00,0,9
11,2895316567,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.867,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
12,2895316568,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.217,1,0,10,11,100,100,7.5,evasion,80,33,0.00,0,9
13,2895316569,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.4,,160,130,0.00,0,8
14,2895316570,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.867,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
15,2895316571,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
16,2895316572,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.4,,160,130,0.00,0,8
17,2895316573,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
18,2895316574,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
19,2895316575,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
20,2895316576,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.7,,160,130,0.00,0,8
21,2895316577,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
22,2895316578,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
23,2895316579,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.2,,160,130,0.00,0,8
24,2895316580,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.717,1,0,10,11,100,100,7.7,evasion,80,33,0.00,0,9
25,2895316581,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.850,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
26,2895316582,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
27,2895316583,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
28,2895316584,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
29,2895316585,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.867,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
30,2895316586,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.2,,160,130,0.00,0,8
31,2895316587,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
32,2895316588,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.117,1,0,10,11,100,100,7.4,evasion,80,33,0.00,0,9
33,2895316589,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
34,2895316590,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
35,2895316591,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.500,1,0,10,11,100,100,7.3,evasion,80,33,0.00,0,9
36,2895316592,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
37,2895316593,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
38,2895316594,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.217,1,0,10,11,100,100,7.6,evasion,80,33,0.00,0,9
39,2895316595,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
40,2895316596,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,33.217,1,0,10,11,100,100,7.6,evasion,80,33,0.00,0,9
41,2895316597,8,ENEMY_NORMAL_WEAK_2,30,30,0,2860,94.367,1,0,10,11,100,100,17.5,evasion,80,33,0.00,0,9
42,2895316598,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
43,2895316599,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.850,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
44,2895316600,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
45,2895316601,8,ENEMY_FAST,15,14,1,6177,53.100,0,0,10,10,100,96,17.1,,160,130,0.00,0,8
46,2895316602,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,33.217,1,0,10,11,100,100,7.3,evasion,80,33,0.00,0,9
47,2895316603,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.250,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
48,2895316604,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.867,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
49,2895316605,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,31.717,1,0,10,11,100,100,7.3,evasion,80,33,0.00,0,9
50,2895316606,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
51,2895316607,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.250,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
52,2895316608,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.867,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
53,2895316609,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.867,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
54,2895316610,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
55,2895316611,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.4,,160,130,0.00,0,8
56,2895316612,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
57,2895316613,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.500,1,0,10,11,100,100,7.1,evasion,80,33,0.00,0,9
58,2895316614,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.2,,160,130,0.00,0,8
59,2895316615,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,33.217,1,0,10,11,100,100,7.5,evasion,80,33,0.00,0,9
60,2895316616,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,31.833,1,0,10,11,100,100,7.7,evasion,80,33,0.00,0,9
61,2895316617,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
62,2895316618,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
63,2895316619,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.717,1,0,10,11,100,100,7.6,evasion,80,33,0.00,0,9
64,2895316620,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
65,2895316621,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
66,2895316622,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.250,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
67,2895316623,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.717,1,0,10,11,100,100,7.2,evasion,80,33,0.00,0,9
68,2895316624,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
69,2895316625,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.5,,160,130,0.00,0,8
70,2895316626,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.217,1,0,10,11,100,100,7.0,evasion,80,33,0.00,0,9
71,2895316627,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.2,,160,130,0.00,0,8
72,2895316628,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.4,,160,130,0.00,0,8
73,2895316629,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.2,,160,130,0.00,0,8
74,2895316630,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
75,2895316631,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
76,2895316632,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
77,2895316633,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.4,,160,130,0.00,0,8
78,2895316634,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
79,2895316635,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
80,2895316636,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
81,2895316637,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
82,2895316638,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
83,2895316639,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
84,2895316640,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,31.717,1,0,10,11,100,100,7.2,evasion,80,33,0.00,0,9
85,2895316641,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.867,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
86,2895316642,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.4,,160,130,0.00,0,8
87,2895316643,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
88,2895316644,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
89,2895316645,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.850,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
90,2895316646,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,33.217,1,0,10,11,100,100,7.7,evasion,80,33,0.00,0,9
91,2895316647,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
92,2895316648,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.250,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
93,2895316649,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
94,2895316650,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
95,2895316651,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.250,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
96,2895316652,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.717,1,0,10,11,100,100,11.9,,80,223,0.00,0,6
97,2895316653,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
98,2895316654,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,33.717,1,0,10,11,100,100,7.9,evasion,80,33,0.00,0,9
99,2895316655,8,ENEMY_PHYSICAL_RESIST,11,10,1,6925,108.500,0,0,10,10,100,93,21.0,,80,223,0.00,0,7
100,2895316656,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
101,2895316657,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.2,,160,130,0.00,0,8
102,2895316658,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
103,2895316659,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
104,2895316660,8,ENEMY_MAGIC_RESIST,12,12,0,3468,38.767,1,0,10,11,100,100,12.0,,80,223,0.00,0,6
105,2895316661,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.1,,160,130,0.00,0,8
106,2895316662,8,ENEMY_FAST,15,15,0,3195,38.267,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
107,2895316663,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.217,1,0,10,11,100,100,7.5,evasion,80,33,0.00,0,9
108,2895316664,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.3,,80,223,0.00,0,7
109,2895316665,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.717,1,0,10,11,100,100,7.3,evasion,80,33,0.00,0,9
110,2895316666,8,ENEMY_PHYSICAL_RESIST,11,11,0,3047,35.217,1,0,10,11,100,100,10.4,,80,223,0.00,0,7
111,2895316667,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.3,,160,130,0.00,0,8
112,2895316668,8,ENEMY_FAST,15,15,0,3195,38.800,1,0,10,11,100,100,13.5,,160,130,0.00,0,8
113,2895316669,8,ENEMY_NORMAL_WEAK_2,30,30,0,1950,32.100,1,0,10,11,100,100,7.2,evasion,80,33,0.00,0,9
