run_index,seed,wave_number,enemy_def_id,spawned,killed,passed,total_hp,duration_sec,success,game_over,success_lvl_before,success_lvl_after,player_hp_before,player_hp_after,ore_spent,enemy_abilities,enemy_base_speed,enemy_base_hp,enemy_regen_base,enemy_flying,source_wave
0,2895316556,13,ENEMY_TOUGH_2,22,22,0,8118,41.750,1,0,10,11,100,100,18.2,blink,75,260,1.00,0,14
1,2895316557,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
2,2895316558,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,88,49.3,effect_immunity,80,223,3.00,0,12
3,2895316559,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
4,2895316560,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,88,49.3,effect_immunity,80,223,3.00,0,12
5,2895316561,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,89,49.3,effect_immunity,80,223,3.00,0,12
6,2895316562,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
7,2895316563,13,ENEMY_DARKNESS_1,16,7,9,11504,112.500,0,0,10,8,100,61,63.3,,110,177,1.00,0,11
8,2895316564,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,88,49.3,effect_immunity,80,223,3.00,0,12
9,2895316565,13,ENEMY_FAST,15,3,12,20805,84.850,0,0,10,7,100,44,46.3,,160,130,2.00,0,13
10,2895316566,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,89,49.3,effect_immunity,80,223,3.00,0,12
11,2895316567,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,89,49.3,effect_immunity,80,223,3.00,0,12
12,2895316568,13,ENEMY_FAST,15,4,11,20805,84.850,0,0,10,7,100,49,46.3,,160,130,2.00,0,13
13,2895316569,13,ENEMY_DARKNESS_1,16,7,9,21570,112.500,0,0,10,8,100,61,63.5,,110,177,1.00,0,11
14,2895316570,13,ENEMY_FAST,15,2,13,20805,84.850,0,0,10,6,100,39,46.3,,160,130,2.00,0,13
15,2895316571,13,ENEMY_TOUGH_2,22,22,0,8118,43.150,1,0,10,11,100,100,19.5,blink,75,260,1.00,0,14
16,2895316572,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,89,49.3,effect_immunity,80,223,3.00,0,12
17,2895316573,13,ENEMY_FAST,15,3,12,20805,84.850,0,0,10,7,100,46,46.3,,160,130,2.00,0,13
18,2895316574,13,ENEMY_DARKNESS_1,16,7,9,11504,112.500,0,0,10,8,100,62,63.3,,110,177,1.00,0,11
19,2895316575,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,89,49.3,effect_immunity,80,223,3.00,0,12
20,2895316576,13,ENEMY_FAST,15,2,13,20805,84.850,0,0,10,6,100,40,46.4,,160,130,2.00,0,13
21,2895316577,13,ENEMY_DARKNESS_1,16,7,9,11504,112.500,0,0,10,8,100,62,63.5,,110,177,1.00,0,11
22,2895316578,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,88,49.3,effect_immunity,80,223,3.00,0,12
23,2895316579,13,ENEMY_TOUGH_2,22,22,0,8118,50.700,1,0,10,11,100,100,20.0,blink,75,260,1.00,0,14
24,2895316580,13,ENEMY_DARKNESS_1,16,7,9,21570,112.500,0,0,10,8,100,63,63.3,,110,177,1.00,0,11
25,2895316581,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,87,49.3,effect_immunity,80,223,3.00,0,12
26,2895316582,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
27,2895316583,13,ENEMY_TOUGH_2,22,22,0,8118,50.783,1,0,10,11,100,100,19.8,blink,75,260,1.00,0,14
28,2895316584,13,ENEMY_TOUGH_2,22,22,0,8118,40.217,1,0,10,11,100,100,17.7,blink,75,260,1.00,0,14
29,2895316585,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
30,2895316586,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
31,2895316587,13,ENEMY_FAST,15,3,12,40223,84.850,0,0,10,6,100,44,46.4,,160,130,2.00,0,13
32,2895316588,13,ENEMY_DARKNESS_1,16,7,9,11504,112.500,0,0,10,8,100,62,63.3,,110,177,1.00,0,11
33,2895316589,13,ENEMY_TOUGH_2,22,22,0,8118,51.567,1,0,10,11,100,100,19.9,blink,75,260,1.00,0,14
34,2895316590,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,90,49.3,effect_immunity,80,223,3.00,0,12
35,2895316591,13,ENEMY_FAST,15,4,11,20805,82.633,0,0,10,7,100,50,46.3,,160,130,2.00,0,13
36,2895316592,13,ENEMY_DARKNESS_1,16,6,10,11504,112.500,0,0,10,8,100,58,63.3,,110,177,1.00,0,11
37,2895316593,13,ENEMY_TOUGH_2,22,22,0,8118,50.800,1,0,10,11,100,100,19.6,blink,75,260,1.00,0,14
38,2895316594,13,ENEMY_DARKNESS_1,16,6,10,11504,112.500,0,0,10,8,100,59,63.5,,110,177,1.00,0,11
39,2895316595,13,ENEMY_TOUGH_2,22,22,0,8118,50.850,1,0,10,11,100,100,19.5,blink,75,260,1.00,0,14
40,2895316596,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,90,49.3,effect_immunity,80,223,3.00,0,12
41,2895316597,13,ENEMY_FLYING_WEAK,12,1,11,39832,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
42,2895316598,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,31,40.3,,93,60,4.00,1,15
43,2895316599,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,87,49.3,effect_immunity,80,223,3.00,0,12
44,2895316600,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,89,49.3,effect_immunity,80,223,3.00,0,12
45,2895316601,13,ENEMY_TOUGH_2,22,22,0,8118,41.717,1,0,10,11,100,100,18.2,blink,75,260,1.00,0,14
46,2895316602,13,ENEMY_FAST,15,4,11,20805,82.633,0,0,10,7,100,49,46.5,,160,130,2.00,0,13
47,2895316603,13,ENEMY_DARKNESS_1,16,6,10,11504,112.500,0,0,10,8,100,56,63.5,,110,177,1.00,0,11
48,2895316604,13,ENEMY_TOUGH_2,22,22,0,8118,59.217,1,0,10,11,100,100,20.1,blink,75,260,1.00,0,14
49,2895316605,13,ENEMY_DARKNESS_1,16,6,10,11504,112.500,0,0,10,8,100,59,63.3,,110,177,1.00,0,11
50,2895316606,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,89,49.3,effect_immunity,80,223,3.00,0,12
51,2895316607,13,ENEMY_FAST,15,3,12,20805,84.850,0,0,10,6,100,46,46.4,,160,130,2.00,0,13
52,2895316608,13,ENEMY_TOUGH_2,22,22,0,8118,55.967,1,0,10,11,100,100,21.7,blink,75,260,1.00,0,14
53,2895316609,13,ENEMY_TOUGH_2,22,22,0,8118,43.717,1,0,10,11,100,100,18.2,blink,75,260,1.00,0,14
54,2895316610,13,ENEMY_FAST,15,3,12,20805,84.850,0,0,10,6,100,45,46.4,,160,130,2.00,0,13
55,2895316611,13,ENEMY_DARKNESS_1,16,7,9,11504,112.500,0,0,10,8,100,62,63.3,,110,177,1.00,0,11
56,2895316612,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,31,40.3,,93,60,4.00,1,15
57,2895316613,13,ENEMY_PHYSICAL_RESIST_2,13,11,2,12870,104.617,0,0,10,9,100,88,49.3,effect_immunity,80,223,3.00,0,12
58,2895316614,13,ENEMY_FLYING_WEAK,12,1,11,18384,100.267,0,0,10,6,100,30,40.3,,93,60,4.00,1,15
